Ticket #,Symbol,Volume,Open,Close,B/S,Sold,Bought,Gross P/L,Rollover,Net P/L,Created By
17359665,EUR/JPY,2000,1/5/15 11:11 AM,1/5/15 11:35 AM,S,143.431,143.409,0.24,0.0,0.24,7510123597
17360113,EUR/JPY,5000,1/5/15 11:35 AM,1/6/15 10:02 AM,S,143.389,141.54,51.2,0.0,51.2,7510123597
17377272,EUR/JPY,5000,1/5/15 11:35 AM,1/7/15 12:08 AM,S,143.389,141.036,65.45,0.0,65.45,7510123597
17367846,CHF/JPY,5000,1/5/15 4:47 PM,1/6/15 10:03 AM,S,118.804,117.807,27.61,-0.08,27.53,7510123597
17377376,CHF/JPY,5000,1/5/15 4:47 PM,1/7/15 12:09 AM,S,118.804,117.437,38.02,-0.16,37.86,7510123597
17367898,GBP/AUD,5000,1/5/15 4:53 PM,1/6/15 10:03 AM,S,1.88181,1.86881,34.78,0.21,34.99,7510123597
17377379,GBP/AUD,5000,1/5/15 4:53 PM,1/7/15 12:10 AM,S,1.88181,1.87437,19.85,0.42,20.27,7510123597
17377417,GBP/AUD,10000,1/6/15 10:08 AM,1/8/15 10:23 AM,S,1.8684,1.85985,45.97,1.68,47.65,7510123597
17377442,EUR/JPY,10000,1/6/15 10:10 AM,1/7/15 10:45 AM,S,141.445,141.292,8.48,0.0,8.48,7510123597
17377452,CHF/JPY,10000,1/6/15 10:10 AM,1/8/15 10:24 AM,S,117.679,117.409,14.96,-0.24,14.72,7510123597
17377533,GBP/JPY,5000,1/6/15 10:15 AM,1/7/15 12:12 AM,S,180.455,179.883,15.9,-0.12,15.78,7510123597
17391004,GBP/JPY,5000,1/6/15 10:15 AM,1/7/15 11:36 AM,S,180.455,180.201,7.05,-0.12,6.93,7510123597
17388741,EUR/AUD,10000,1/6/15 7:42 PM,1/8/15 10:23 AM,S,1.4698,1.45253,92.86,1.69,94.55,7510123597
17397258,GBP/AUD,10000,1/7/15 10:43 AM,1/8/15 10:23 AM,S,1.876,1.85985,86.83,1.26,88.09,7510123597
17445958,EUR/JPY,10000,1/12/15 10:09 AM,1/13/15 10:02 AM,S,140.75,140.002,41.77,0.0,41.77,7510123597
17445964,GBP/JPY,10000,1/12/15 10:09 AM,1/13/15 10:01 AM,S,180.157,179.097,59.19,-0.24,58.95,7510123597
17445976,CHF/JPY,10000,1/12/15 10:10 AM,1/13/15 10:03 AM,S,117.193,116.547,36.08,-0.02,36.06,7510123597
17446075,EUR/AUD,10000,1/12/15 10:17 AM,1/14/15 10:10 AM,S,1.44693,1.44317,20.16,0.86,21.02,7510123597
17446093,GBP/AUD,10000,1/12/15 10:18 AM,1/15/15 12:41 PM,S,1.85413,1.84337,58.37,2.64,61.01,7510123597
17461232,GBP/JPY,20000,1/13/15 10:02 AM,1/14/15 10:08 AM,S,179.054,177.921,127.36,-0.48,126.88,7510123597
17461246,EUR/JPY,20000,1/13/15 10:02 AM,1/14/15 10:08 AM,S,139.978,137.654,261.27,0.0,261.27,7510123597
17461296,CHF/JPY,10000,1/13/15 10:04 AM,1/14/15 12:41 PM,B,114.443,116.506,-116.24,-0.01,-116.25,7510123597
17461529,EUR/CAD,20000,1/13/15 10:15 AM,1/14/15 10:09 AM,S,1.41284,1.40683,66.13,0.3,66.43,7510123597
17470645,CHF/JPY,10000,1/13/15 10:41 PM,1/13/15 10:41 PM,B,115.621,115.645,-1.34,0.0,-1.34,7510123597
17470647,CHF/JPY,10000,1/13/15 10:42 PM,1/14/15 12:41 PM,S,115.621,114.465,65.13,0.0,65.13,7510123597
17476883,EUR/JPY,20000,1/14/15 10:08 AM,1/15/15 12:41 PM,S,137.641,136.616,115.37,0.0,115.37,7510123597
17476892,GBP/JPY,20000,1/14/15 10:08 AM,1/15/15 12:41 PM,S,177.889,177.698,21.5,-1.92,19.58,7510123597
17476913,EUR/CAD,20000,1/14/15 10:09 AM,1/15/15 12:41 PM,S,1.40641,1.38799,204.08,1.36,205.44,7510123597
17476993,GBP/AUD,10000,1/14/15 10:13 AM,1/15/15 12:41 PM,B,1.8429,1.86513,-120.63,-3.76,-124.39,7510123597
17477111,CHF/JPY,10000,1/14/15 10:21 AM,1/15/15 10:26 AM,S,114.536,132.357,-1002.83,-0.08,-1002.91,7510123597
17494716,CHF/JPY,10000,1/14/15 10:21 AM,1/15/15 11:04 AM,S,114.536,132.19,-995.23,-0.08,-995.31,7510123597
17477436,AUD/JPY,20000,1/14/15 10:48 AM,1/15/15 12:41 PM,S,95.23,96.419,-133.83,-4.96,-138.79,7510123597
17477462,GBP/CAD,20000,1/14/15 10:51 AM,1/15/15 12:41 PM,B,1.80497,1.8181,-145.49,-1.84,-147.33,7510123597
17478608,EUR/AUD,20000,1/14/15 12:13 PM,1/15/15 12:41 PM,S,1.44596,1.41719,312.19,3.68,315.87,7510123597
17513130,EUR/JPY,5000,1/16/15 9:11 AM,1/16/15 3:21 PM,S,135.257,135.059,5.58,0.0,5.58,7510123597
17513152,EUR/USD,5000,1/16/15 9:12 AM,1/16/15 1:09 PM,S,1.16184,1.1591,9.03,0.0,9.03,7510123597
17513188,USD/JPY,5000,1/16/15 9:14 AM,1/16/15 3:21 PM,S,116.434,117.256,-23.17,0.0,-23.17,7510123597
17513220,AUD/USD,5000,1/16/15 9:16 AM,1/16/15 3:21 PM,B,0.81874,0.82316,-14.61,0.0,-14.61,7510123597
17513249,USD/CAD,5000,1/16/15 9:17 AM,1/16/15 2:04 PM,B,1.20039,1.19818,6.06,0.0,6.06,7510123597
17513264,GBP/JPY,5000,1/16/15 9:18 AM,1/16/15 3:21 PM,S,177.261,177.375,-3.21,0.0,-3.21,7510123597
17513342,EUR/CAD,5000,1/16/15 9:21 AM,1/16/15 3:21 PM,S,1.39298,1.38359,25.84,0.0,25.84,7510123597
17513354,GBP/CAD,5000,1/16/15 9:22 AM,1/16/15 3:21 PM,B,1.81676,1.82492,-22.46,0.0,-22.46,7510123597
17513382,EUR/AUD,5000,1/16/15 9:24 AM,1/16/15 1:10 PM,S,1.41458,1.41226,6.27,0.0,6.27,7510123597
17513430,GBP/AUD,5000,1/16/15 9:25 AM,1/16/15 3:21 PM,S,1.85289,1.84753,14.51,0.0,14.51,7510123597
17514278,AUD/USD,5000,1/16/15 10:02 AM,1/16/15 3:21 PM,B,0.81874,0.82142,-8.86,0.0,-8.86,7510123597
17514321,EUR/CAD,5000,1/16/15 10:04 AM,1/16/15 3:21 PM,S,1.39491,1.38359,31.15,0.0,31.15,7510123597
17514741,GBP/USD,5000,1/16/15 10:33 AM,1/16/15 2:08 PM,S,1.52156,1.51774,12.58,0.0,12.58,7510123597
17515292,USD/JPY,5000,1/16/15 11:01 AM,1/16/15 3:21 PM,S,116.571,117.256,-19.31,0.0,-19.31,7510123597
17516178,USD/JPY,5000,1/16/15 12:02 PM,1/16/15 3:21 PM,S,116.717,117.256,-15.19,0.0,-15.19,7510123597
17516900,EUR/USD,5000,1/16/15 1:03 PM,1/16/15 3:21 PM,S,1.15897,1.15187,23.47,0.0,23.47,7510123597
17516940,EUR/AUD,5000,1/16/15 1:07 PM,1/16/15 3:21 PM,S,1.4119,1.40676,13.91,0.0,13.91,7510123597
17517867,USD/CAD,5000,1/16/15 2:04 PM,1/16/15 3:21 PM,B,1.20101,1.20057,1.21,0.0,1.21,7510123597
17517920,GBP/USD,5000,1/16/15 2:08 PM,1/16/15 3:21 PM,S,1.51744,1.51279,15.37,0.0,15.37,7510123597
17518049,AUD/USD,5000,1/16/15 2:18 PM,1/16/15 3:18 PM,S,0.81931,0.81849,2.71,0.0,2.71,7510123597
17519130,USD/JPY,5000,1/16/15 3:04 PM,1/16/15 3:21 PM,S,117.196,117.256,-1.69,0.0,-1.69,7510123597
17519227,AUD/USD,5000,1/16/15 3:07 PM,1/16/15 3:21 PM,B,0.81874,0.8183,1.45,0.0,1.45,7510123597
17519286,GBP/JPY,5000,1/16/15 3:10 PM,1/16/15 3:21 PM,S,177.489,177.375,3.21,0.0,3.21,7510123597
17519398,GBP/CAD,5000,1/16/15 3:13 PM,1/16/15 3:21 PM,B,1.81676,1.81911,-6.47,0.0,-6.47,7510123597
17530354,EUR/USD,2000,1/19/15 10:03 AM,1/21/15 9:52 AM,S,1.16072,1.15661,5.44,0.02,5.46,7510123597
17554750,EUR/USD,1000,1/19/15 10:03 AM,1/21/15 10:13 AM,S,1.16072,1.15743,2.18,0.01,2.19,7510123597
17555118,EUR/USD,2000,1/19/15 10:03 AM,1/21/15 11:23 PM,S,1.16072,1.16182,-1.45,0.06,-1.39,7510123597
17530375,GBP/USD,2000,1/19/15 10:05 AM,1/21/15 9:53 AM,S,1.5157,1.50989,7.7,-0.04,7.66,7510123597
17554855,GBP/USD,1000,1/19/15 10:05 AM,1/21/15 10:13 AM,S,1.5157,1.51056,3.4,-0.02,3.38,7510123597
17555114,GBP/USD,2000,1/19/15 10:05 AM,1/21/15 11:23 PM,S,1.5157,1.51444,1.66,-0.1,1.56,7510123597
17530416,USD/JPY,1000,1/19/15 10:08 AM,1/21/15 10:12 AM,S,117.165,117.776,-3.43,-0.02,-3.45,7510123597
17555112,USD/JPY,2000,1/19/15 10:08 AM,1/21/15 5:41 PM,S,117.165,118.058,-10.02,-0.04,-10.06,7510123597
17563970,USD/JPY,2000,1/19/15 10:08 AM,1/21/15 11:23 PM,S,117.165,117.865,-7.84,-0.1,-7.94,7510123597
17530485,AUD/USD,5000,1/19/15 10:12 AM,1/21/15 10:13 AM,S,0.8213,0.81933,6.52,-0.6,5.92,7510123597
17530539,USD/CAD,2000,1/19/15 10:13 AM,1/21/15 9:50 AM,B,1.20994,1.19659,14.61,-0.09,14.52,7510123597
17554747,USD/CAD,1000,1/19/15 10:13 AM,1/21/15 10:12 AM,B,1.20894,1.19659,6.76,-0.04,6.72,7510123597
17555113,USD/CAD,2000,1/19/15 10:13 AM,1/21/15 5:57 PM,B,1.23719,1.19659,43.44,-0.09,43.35,7510123597
17530584,EUR/GBP,1000,1/19/15 10:16 AM,1/19/15 10:17 AM,S,0.76519,0.76531,-0.12,0.0,-0.12,7510123597
17530598,EUR/JPY,1000,1/19/15 10:18 AM,1/21/15 10:13 AM,B,136.317,136.12,1.11,0.0,1.11,7510123597
17555120,EUR/JPY,4000,1/19/15 10:18 AM,1/21/15 11:23 PM,B,136.895,136.12,17.37,-0.03,17.34,7510123597
17530614,GBP/JPY,1000,1/19/15 10:19 AM,1/21/15 10:13 AM,B,177.908,177.877,0.17,0.02,0.19,7510123597
17555116,GBP/JPY,4000,1/19/15 10:19 AM,1/21/15 11:23 PM,B,178.45,177.877,12.84,0.2,13.04,7510123597
17530628,EUR/CAD,1000,1/19/15 10:20 AM,1/21/15 10:13 AM,S,1.38838,1.39948,-6.08,0.03,-6.05,7510123597
17555121,EUR/CAD,2000,1/19/15 10:20 AM,1/21/15 11:03 AM,S,1.38838,1.39899,-11.61,0.06,-11.55,7510123597
17555869,EUR/CAD,2000,1/19/15 10:20 AM,1/21/15 11:23 PM,S,1.38838,1.43259,-47.36,0.16,-47.2,7510123597
17530667,GBP/AUD,1000,1/19/15 10:22 AM,1/21/15 10:13 AM,B,1.84329,1.84761,-2.34,-0.19,-2.53,7510123597
17555117,GBP/AUD,4000,1/19/15 10:22 AM,1/21/15 11:23 PM,B,1.86789,1.84761,43.43,-2.09,41.34,7510123597
17537353,USD/JPY,5000,1/20/15 12:30 AM,1/21/15 9:16 AM,B,117.852,117.809,1.21,0.02,1.23,7510123597
17540770,EUR/JPY,1000,1/20/15 9:22 AM,1/21/15 10:13 AM,B,136.324,136.917,-3.33,0.0,-3.33,7510123597
17555119,EUR/JPY,2000,1/20/15 9:22 AM,1/21/15 11:04 AM,B,136.142,136.917,-8.71,-0.01,-8.72,7510123597
17555871,EUR/JPY,2000,1/20/15 9:22 AM,1/21/15 11:23 PM,B,136.895,136.917,-0.25,-0.01,-0.26,7510123597
17540791,GBP/JPY,1000,1/20/15 9:23 AM,1/21/15 10:13 AM,B,177.917,178.898,-5.51,0.01,-5.5,7510123597
17555115,GBP/JPY,2000,1/20/15 9:23 AM,1/21/15 11:05 AM,B,177.993,178.898,-10.17,0.02,-10.15,7510123597
17555878,GBP/JPY,2000,1/20/15 9:23 AM,1/21/15 11:23 PM,B,178.45,178.898,-5.02,0.08,-4.94,7510123597
17553816,EUR/USD,5000,1/21/15 9:19 AM,1/21/15 9:24 AM,S,1.15766,1.1576,0.2,0.0,0.2,7510123597
17553980,EUR/CAD,1000,1/21/15 9:28 AM,1/21/15 10:12 AM,B,1.39941,1.40117,-0.96,0.0,-0.96,7510123597
17555111,EUR/CAD,2000,1/21/15 9:28 AM,1/21/15 5:50 PM,B,1.43168,1.40117,32.66,0.0,32.66,7510123597
17563984,EUR/CAD,2000,1/21/15 9:28 AM,1/21/15 5:55 PM,B,1.43192,1.40117,32.89,0.0,32.89,7510123597
17554698,USD/CAD,2000,1/21/15 9:51 AM,1/21/15 5:50 PM,B,1.23718,1.21016,28.92,0.0,28.92,7510123597
17563982,USD/CAD,2000,1/21/15 9:51 AM,1/21/15 11:23 PM,B,1.2327,1.21016,24.14,-0.13,24.01,7510123597
17554713,EUR/USD,4000,1/21/15 9:52 AM,1/21/15 11:23 PM,S,1.15647,1.16182,-14.13,0.06,-14.07,7510123597
17554727,GBP/USD,4000,1/21/15 9:53 AM,1/21/15 11:23 PM,S,1.50973,1.51444,-12.44,-0.12,-12.56,7510123597
17555031,AUD/USD,4000,1/21/15 10:14 AM,1/21/15 11:23 PM,S,0.81927,0.81073,22.56,-0.83,21.73,7510123597
17563884,NZD/USD,4000,1/21/15 5:45 PM,1/21/15 11:23 PM,S,0.75752,0.75777,-0.66,-1.07,-1.73,7510123597
17563899,EUR/AUD,4000,1/21/15 5:47 PM,1/21/15 11:23 PM,B,1.43296,1.4298,6.77,-1.25,5.52,7510123597
17574521,EUR/USD,10000,1/22/15 2:09 PM,1/22/15 2:24 PM,S,1.14884,1.14782,6.74,0.0,6.74,7510123597
17601932,EUR/USD,1000,1/26/15 10:27 AM,1/27/15 10:34 AM,S,1.12423,1.1292,-3.3,0.01,-3.29,7510123597
17613557,EUR/USD,1000,1/26/15 10:27 AM,1/27/15 2:28 PM,S,1.12423,1.13564,-7.52,0.0,-7.52,7510123597
17601947,GBP/USD,1000,1/26/15 10:28 AM,1/26/15 7:09 PM,S,1.50135,1.50939,-5.33,0.0,-5.33,7510123597
17607624,GBP/USD,1000,1/26/15 10:28 AM,1/27/15 12:50 PM,S,1.50135,1.51184,-6.94,-0.01,-6.95,7510123597
17601953,USD/JPY,1000,1/26/15 10:29 AM,1/27/15 2:47 PM,B,117.458,118.226,-4.3,0.01,-4.29,7510123597
17617192,USD/JPY,1000,1/26/15 10:29 AM,1/29/15 2:34 PM,B,118.066,118.226,-0.9,0.01,-0.89,7510123597
17601960,EUR/JPY,1000,1/26/15 10:29 AM,1/27/15 8:04 PM,B,133.939,132.906,5.77,0.0,5.77,7510123597
17620806,EUR/JPY,1000,1/26/15 10:29 AM,1/27/15 11:49 PM,B,133.899,132.906,5.55,0.0,5.55,7510123597
17601974,GBP/JPY,1000,1/26/15 10:31 AM,1/27/15 8:04 PM,B,179.048,177.458,8.88,0.01,8.89,7510123597
17620809,GBP/JPY,1000,1/26/15 10:31 AM,1/27/15 11:52 PM,B,178.908,177.458,8.1,0.01,8.11,7510123597
17601982,USD/CAD,1000,1/26/15 10:32 AM,1/27/15 3:54 PM,B,1.2395,1.24565,-3.26,-0.02,-3.28,7510123597
17618424,USD/CAD,1000,1/26/15 10:32 AM,1/27/15 11:55 PM,B,1.23965,1.24565,-3.19,-0.04,-3.23,7510123597
17601988,EUR/CAD,2000,1/26/15 10:32 AM,1/27/15 10:40 AM,B,1.40942,1.3999,10.12,-0.06,10.06,7510123597
17601991,GBP/CAD,2000,1/26/15 10:33 AM,1/27/15 10:55 AM,B,1.88053,1.87014,11.05,-0.04,11.01,7510123597
17601997,AUD/USD,1000,1/26/15 10:34 AM,1/29/15 10:35 AM,S,0.79155,0.78072,7.15,-0.25,6.9,7510123597
17639366,AUD/USD,1000,1/26/15 10:34 AM,1/29/15 2:34 PM,S,0.79155,0.77712,9.54,-0.24,9.3,7510123597
17602011,NZD/USD,1000,1/26/15 10:34 AM,1/29/15 10:36 AM,S,0.74536,0.72883,10.92,-0.34,10.58,7510123597
17639469,NZD/USD,1000,1/26/15 10:34 AM,1/29/15 2:34 PM,S,0.74536,0.72721,12.0,-0.34,11.66,7510123597
17602015,EUR/AUD,1000,1/26/15 10:35 AM,1/27/15 8:03 PM,B,1.432,1.41971,6.42,-0.08,6.34,7510123597
17620803,EUR/AUD,1000,1/26/15 10:35 AM,1/27/15 11:50 PM,B,1.43401,1.41971,7.46,-0.16,7.3,7510123597
17602022,GBP/AUD,1000,1/26/15 10:36 AM,1/27/15 8:04 PM,B,1.91454,1.89628,9.54,-0.09,9.45,7510123597
17620808,GBP/AUD,1000,1/26/15 10:36 AM,1/27/15 11:51 PM,B,1.91605,1.89628,10.32,-0.16,10.16,7510123597
17613495,EUR/JPY,1000,1/27/15 10:36 AM,1/27/15 8:03 PM,B,133.939,133.353,3.27,0.0,3.27,7510123597
17620805,EUR/JPY,1000,1/27/15 10:36 AM,1/28/15 10:46 AM,B,133.617,133.353,1.47,0.0,1.47,7510123597
17613513,GBP/JPY,1000,1/27/15 10:38 AM,1/27/15 8:04 PM,B,179.046,178.053,5.55,0.0,5.55,7510123597
17620810,GBP/JPY,1000,1/27/15 10:38 AM,1/28/15 10:47 AM,B,178.946,178.053,4.99,0.01,5.0,7510123597
17613540,GBP/CAD,2000,1/27/15 10:41 AM,1/28/15 10:50 AM,B,1.89261,1.88124,12.02,-0.04,11.98,7510123597
17613568,EUR/AUD,1000,1/27/15 10:44 AM,1/27/15 8:03 PM,B,1.4321,1.4219,5.33,0.0,5.33,7510123597
17620804,EUR/AUD,1000,1/27/15 10:44 AM,1/28/15 10:52 AM,B,1.42871,1.4219,3.56,-0.08,3.48,7510123597
17614960,GBP/USD,2000,1/27/15 12:52 PM,1/27/15 4:00 PM,B,1.52005,1.51239,10.08,0.0,10.08,7510123597
17613590,GBP/AUD,1000,1/27/15 1:39 PM,1/27/15 8:04 PM,B,1.91454,1.91002,2.36,0.0,2.36,7510123597
17620807,GBP/AUD,1000,1/27/15 1:39 PM,1/28/15 10:53 AM,B,1.91235,1.91002,1.22,-0.08,1.14,7510123597
17616782,EUR/USD,2000,1/27/15 2:28 PM,1/27/15 4:00 PM,B,1.13957,1.13573,5.05,0.0,5.05,7510123597
17618407,USD/CAD,2000,1/27/15 3:59 PM,1/27/15 7:00 PM,S,1.23864,1.23977,-1.2,0.0,-1.2,7510123597
17625987,EUR/USD,1000,1/28/15 10:44 AM,1/29/15 10:37 AM,S,1.13593,1.1302,3.78,0.02,3.8,7510123597
17639471,EUR/USD,1000,1/28/15 10:44 AM,1/29/15 2:34 PM,S,1.13593,1.13234,2.37,0.01,2.38,7510123597
17626000,GBP/USD,1000,1/28/15 10:45 AM,1/29/15 10:37 AM,S,1.52115,1.51418,4.6,-0.03,4.57,7510123597
17639472,GBP/USD,1000,1/28/15 10:45 AM,1/29/15 2:34 PM,S,1.52115,1.51287,5.47,-0.03,5.44,7510123597
17626033,EUR/JPY,1000,1/28/15 10:46 AM,1/29/15 10:38 AM,S,133.599,133.203,2.22,0.0,2.22,7510123597
17639475,EUR/JPY,1000,1/28/15 10:46 AM,1/29/15 2:34 PM,S,133.599,133.701,-0.57,0.0,-0.57,7510123597
17626040,GBP/JPY,1000,1/28/15 10:47 AM,1/29/15 10:39 AM,S,178.94,178.512,2.4,-0.07,2.33,7510123597
17639476,GBP/JPY,1000,1/28/15 10:47 AM,1/29/15 2:34 PM,S,178.94,178.635,1.71,-0.06,1.65,7510123597
17626053,USD/CAD,1000,1/28/15 10:47 AM,1/29/15 10:40 AM,B,1.25341,1.24474,4.57,-0.06,4.51,7510123597
17639478,USD/CAD,1000,1/28/15 10:47 AM,1/29/15 2:34 PM,B,1.25575,1.24474,5.8,-0.05,5.75,7510123597
17626059,EUR/CAD,1000,1/28/15 10:48 AM,1/29/15 10:41 AM,B,1.4163,1.41315,1.66,-0.1,1.56,7510123597
17639482,EUR/CAD,1000,1/28/15 10:48 AM,1/29/15 2:34 PM,B,1.42187,1.41315,4.59,-0.09,4.5,7510123597
17626072,GBP/CAD,1000,1/28/15 10:49 AM,1/29/15 10:41 AM,B,1.89785,1.89313,2.49,-0.06,2.43,7510123597
17639484,GBP/CAD,1000,1/28/15 10:49 AM,1/29/15 2:34 PM,B,1.89974,1.89313,3.48,-0.05,3.43,7510123597
17626140,GBP/AUD,1000,1/28/15 10:57 AM,1/29/15 10:42 AM,B,1.93946,1.91182,14.25,-0.25,14.0,7510123597
17639485,GBP/AUD,1000,1/28/15 10:57 AM,1/29/15 2:34 PM,B,1.94684,1.91182,17.99,-0.25,17.74,7510123597
17626141,EUR/AUD,1000,1/28/15 10:57 AM,1/29/15 10:42 AM,B,1.44772,1.4283,10.01,-0.23,9.78,7510123597
17639487,EUR/AUD,1000,1/28/15 10:57 AM,1/29/15 2:34 PM,B,1.45715,1.4283,14.82,-0.22,14.6,7510123597
17639312,AUD/USD,2000,1/29/15 10:35 AM,1/29/15 2:34 PM,S,0.78058,0.77712,4.57,0.0,4.57,7510123597
17639329,NZD/USD,2000,1/29/15 10:36 AM,1/29/15 2:34 PM,S,0.72868,0.72721,1.94,0.0,1.94,7510123597
17639334,EUR/USD,2000,1/29/15 10:37 AM,1/29/15 2:34 PM,S,1.13001,1.13234,-3.08,0.0,-3.08,7510123597
17639339,GBP/USD,2000,1/29/15 10:37 AM,1/29/15 2:34 PM,S,1.51408,1.51287,1.6,0.0,1.6,7510123597
17639347,EUR/JPY,2000,1/29/15 10:38 AM,1/29/15 2:34 PM,S,133.185,133.701,-5.78,0.0,-5.78,7510123597
17639375,GBP/JPY,2000,1/29/15 10:39 AM,1/29/15 2:34 PM,S,178.506,178.635,-1.44,0.0,-1.44,7510123597
17639382,USD/CAD,2000,1/29/15 10:40 AM,1/29/15 2:34 PM,B,1.25575,1.25382,2.03,0.0,2.03,7510123597
17639396,EUR/CAD,2000,1/29/15 10:41 AM,1/29/15 2:34 PM,B,1.42187,1.41657,5.58,0.0,5.58,7510123597
17639399,GBP/CAD,2000,1/29/15 10:41 AM,1/29/15 2:34 PM,B,1.89974,1.89816,1.66,0.0,1.66,7510123597
17639403,GBP/AUD,2000,1/29/15 10:42 AM,1/29/15 2:34 PM,B,1.94684,1.93966,7.38,0.0,7.38,7510123597
17639411,EUR/AUD,2000,1/29/15 10:42 AM,1/29/15 2:34 PM,B,1.45715,1.44807,9.33,0.0,9.33,7510123597
17671648,EUR/USD,5000,2/2/15 11:56 AM,2/3/15 2:25 PM,S,1.1333,1.14256,-30.67,0.02,-30.65,7510123597
17690659,EUR/USD,4000,2/2/15 11:56 AM,2/6/15 10:26 AM,S,1.1333,1.14488,-30.23,0.1,-30.13,7510123597
17734621,EUR/USD,1000,2/2/15 11:56 AM,2/12/15 7:11 PM,S,1.1333,1.14044,-4.64,0.06,-4.58,7510123597
17671664,GBP/USD,5000,2/2/15 11:57 AM,2/2/15 3:08 PM,S,1.5015,1.5077,-20.56,0.0,-20.56,7510123597
17675242,GBP/USD,5000,2/2/15 11:57 AM,2/4/15 4:27 PM,S,1.5015,1.52172,-66.44,-0.1,-66.54,7510123597
17671680,USD/JPY,5000,2/2/15 11:58 AM,2/4/15 10:26 AM,S,117.622,117.401,6.2,-0.09,6.11,7510123597
17703962,USD/JPY,4000,2/2/15 11:58 AM,2/6/15 10:34 AM,S,117.622,117.32,6.72,-0.16,6.56,7510123597
17734735,USD/JPY,1000,2/2/15 11:58 AM,2/10/15 10:08 AM,S,117.622,118.919,-7.17,-0.07,-7.24,7510123597
17671710,EUR/JPY,5000,2/2/15 11:59 AM,2/3/15 2:24 PM,S,133.219,134.428,-34.03,-0.02,-34.05,7510123597
17690658,EUR/JPY,5000,2/2/15 11:59 AM,2/3/15 6:31 PM,S,133.219,135.108,-53.05,-0.01,-53.06,7510123597
17671725,GBP/JPY,5000,2/2/15 12:00 PM,2/2/15 6:08 PM,B,176.158,176.746,-16.69,0.0,-16.69,7510123597
17678393,GBP/JPY,5000,2/2/15 12:00 PM,2/4/15 10:22 AM,B,178.29,176.746,43.3,0.08,43.38,7510123597
17671736,USD/CAD,5000,2/2/15 12:01 PM,2/2/15 2:27 PM,B,1.26265,1.26798,-14.03,0.0,-14.03,7510123597
17674101,USD/CAD,5000,2/2/15 12:01 PM,2/3/15 2:59 PM,B,1.25148,1.26798,-43.67,-0.08,-43.75,7510123597
17671746,EUR/CAD,5000,2/2/15 12:01 PM,2/2/15 2:27 PM,B,1.42869,1.43639,-20.27,0.0,-20.27,7510123597
17674100,EUR/CAD,4000,2/2/15 12:01 PM,2/6/15 10:25 AM,B,1.42358,1.43639,-26.9,-0.66,-27.56,7510123597
17734618,EUR/CAD,1000,2/2/15 12:01 PM,2/10/15 10:14 AM,B,1.40976,1.43639,-14.02,-0.22,-14.24,7510123597
17671753,GBP/CAD,5000,2/2/15 12:02 PM,2/2/15 2:27 PM,B,1.89944,1.90474,-13.95,0.0,-13.95,7510123597
17674102,GBP/CAD,5000,2/2/15 12:02 PM,2/3/15 2:59 PM,B,1.88913,1.90474,-41.32,-0.07,-41.39,7510123597
17671768,AUD/USD,5000,2/2/15 12:03 PM,2/3/15 6:24 PM,S,0.7793,0.78252,-10.61,-0.22,-10.83,7510123597
17695676,AUD/USD,4000,2/2/15 12:03 PM,2/6/15 10:21 AM,S,0.7793,0.78339,-10.68,-0.95,-11.63,7510123597
17734614,AUD/USD,1000,2/2/15 12:03 PM,2/12/15 7:16 PM,S,0.7793,0.7747,2.99,-0.54,2.45,7510123597
17671773,NZD/USD,5000,2/2/15 12:03 PM,2/3/15 6:25 PM,S,0.72696,0.73896,-39.52,-0.35,-39.87,7510123597
17695684,NZD/USD,2000,2/2/15 12:03 PM,2/5/15 7:51 PM,S,0.72696,0.74024,-17.33,-0.82,-18.15,7510123597
17728880,NZD/USD,2000,2/2/15 12:03 PM,2/6/15 10:33 AM,S,0.72696,0.74128,-18.69,-0.82,-19.51,7510123597
17734732,NZD/USD,1000,2/2/15 12:03 PM,2/11/15 10:42 AM,S,0.72696,0.74077,-9.03,-0.62,-9.65,7510123597
17671786,EUR/AUD,5000,2/2/15 12:04 PM,2/3/15 6:26 PM,B,1.47179,1.452,50.96,-0.39,50.57,7510123597
17695690,EUR/AUD,5000,2/2/15 12:04 PM,2/4/15 10:10 AM,B,1.46989,1.452,45.89,-0.72,45.17,7510123597
17671802,GBP/AUD,5000,2/2/15 12:05 PM,2/2/15 6:07 PM,B,1.91976,1.92612,-16.56,0.0,-16.56,7510123597
17678389,GBP/AUD,5000,2/2/15 12:05 PM,2/3/15 6:28 PM,B,1.94067,1.92612,37.49,-0.37,37.12,7510123597
17674064,UKOil,5,2/2/15 2:32 PM,2/2/15 3:08 PM,B,53.31,53.85,-17.91,0.0,-17.91,7510123597
17675343,UKOil,5,2/2/15 2:32 PM,2/3/15 6:27 PM,B,57.19,53.85,109.96,0.0,109.96,7510123597
17677379,GBP/CAD,5000,2/2/15 4:41 PM,2/3/15 10:12 AM,S,1.89223,1.89028,5.16,0.03,5.19,7510123597
17685981,GBP/AUD,5000,2/3/15 10:03 AM,2/3/15 6:28 PM,B,1.94068,1.95916,-47.61,0.0,-47.61,7510123597
17695704,GBP/AUD,4000,2/3/15 10:03 AM,2/5/15 7:54 PM,B,1.9638,1.95916,9.45,-1.06,8.39,7510123597
17728885,GBP/AUD,1000,2/3/15 10:03 AM,2/12/15 7:20 PM,B,1.98843,1.95916,14.72,-0.85,13.87,7510123597
