Ticket #,Symbol,Volume,Open,Close,B/S,Sold,Bought,Gross P/L,Rollover,Net P/L,Created By
21693710,GBP/AUD,2000,1/7/16 7:39 PM,1/12/16 12:35 PM,B,2.06286,2.08751,-23.9,-0.42,-24.32,7510123597
21693754,EUR/NZD,2000,1/7/16 7:42 PM,1/18/16 8:28 AM,B,1.67991,1.64517,31.44,-1.7,29.74,7510123597
21693784,NZD/CHF,3000,1/7/16 7:44 PM,1/18/16 8:29 AM,S,0.66003,0.65203,16.66,-1.88,14.78,7510123597
21693825,AUD/CAD,4000,1/7/16 7:47 PM,1/8/16 1:15 AM,S,0.98589,0.99635,-20.33,-0.13,-20.46,7510123597
21710912,AUD/CAD,5000,1/8/16 5:13 PM,1/12/16 3:38 PM,S,0.98662,0.99731,-26.05,-0.34,-26.39,7510123597
21711880,NZD/CAD,5000,1/8/16 6:30 PM,1/13/16 2:00 AM,S,0.92591,0.93645,-25.6,-0.61,-26.21,7510123597
21731519,EUR/TRY,2000,1/11/16 4:38 PM,1/13/16 9:26 AM,B,3.25591,3.3099,-24.77,-1.64,-26.41,7510123597
21731721,NZD/USD,4000,1/11/16 4:48 PM,1/19/16 10:41 AM,S,0.65451,0.65067,10.73,-1.3,9.43,7510123597
21732594,XPT/USD,1,1/11/16 5:44 PM,1/22/16 2:28 PM,S,844.1,837.0,4.96,0.0,4.96,7510123597
21732605,GBP/CAD,3000,1/11/16 5:46 PM,1/12/16 10:57 AM,B,2.05259,2.07234,-28.87,-0.02,-28.89,7510123597
21732617,GBP/NZD,2000,1/11/16 5:47 PM,1/13/16 2:00 AM,B,2.19757,2.22353,-23.63,-0.36,-23.99,7510123597
21752628,USD/CHF,2000,1/12/16 7:34 PM,1/22/16 4:54 PM,B,1.01499,1.00145,18.64,0.38,19.02,7510123597
21920563,USD/CHF,2000,1/12/16 7:34 PM,2/3/16 1:24 PM,B,1.01412,1.00145,17.19,0.68,17.87,7510123597
21752660,USD/SEK,1000,1/12/16 7:36 PM,1/22/16 5:00 PM,B,8.57703,8.53807,3.17,0.11,3.28,7510123597
21920569,USD/SEK,2000,1/12/16 7:36 PM,1/28/16 6:43 PM,B,8.50193,8.53807,-5.91,0.34,-5.57,7510123597
21752690,XAG/USD,100,1/12/16 7:38 PM,1/13/16 2:55 PM,S,13.802,14.149,-24.05,0.0,-24.05,7510123597
21790613,EUR/NZD,2000,1/14/16 5:10 PM,1/18/16 8:28 AM,B,1.67991,1.67943,0.43,-0.19,0.24,7510123597
21790808,NZD/CHF,3000,1/14/16 5:22 PM,1/18/16 8:29 AM,S,0.65019,0.65203,-3.83,-0.21,-4.04,7510123597
21792220,GBP/CAD,2000,1/14/16 6:49 PM,1/19/16 3:17 PM,B,2.05105,2.07064,-19.1,-0.01,-19.11,7510123597
21792255,GBP/NZD,2000,1/14/16 6:50 PM,1/19/16 10:40 AM,B,2.20131,2.22619,-22.6,-0.36,-22.96,7510123597
21792277,XAU/USD,2,1/14/16 6:52 PM,1/15/16 1:08 PM,S,1073.13,1088.76,-21.8,0.0,-21.8,7510123597
21792310,NGAS,1,1/14/16 6:54 PM,1/22/16 4:52 PM,S,2.133,2.153,-1.4,0.0,-1.4,7510123597
21920557,NGAS,1,1/14/16 6:54 PM,1/26/16 10:13 PM,S,2.133,2.184,-3.55,0.0,-3.55,7510123597
21792355,USD/NOK,2000,1/14/16 6:57 PM,1/18/16 12:58 AM,S,8.76705,8.87604,-17.22,0.0,-17.22,7510123597
21831295,XPT/USD,1,1/18/16 5:09 PM,1/22/16 2:28 PM,S,819.3,837.0,-12.35,0.0,-12.35,7510123597
21852405,GBP/NZD,2000,1/19/16 7:37 PM,1/19/16 9:04 PM,S,2.18801,2.18682,1.09,0.0,1.09,7510123597
21853027,AUD/CAD,3000,1/19/16 8:15 PM,1/22/16 4:48 PM,B,0.9922,1.00643,-21.08,0.24,-20.84,7510123597
21853077,NZD/CAD,3000,1/19/16 8:20 PM,1/21/16 4:02 PM,B,0.92414,0.94429,-29.85,0.25,-29.6,7510123597
21853813,GBP/NZD,1000,1/19/16 9:04 PM,1/27/16 8:06 PM,S,2.18601,2.21733,-14.13,0.3,-13.83,7510123597
21875819,XAU/USD,1,1/20/16 5:34 PM,2/5/16 4:57 PM,B,1154.97,1108.11,32.39,-0.15,32.24,7510123597
21900878,USD/CHF,2000,1/21/16 4:59 PM,2/3/16 1:24 PM,B,1.01412,1.0111,4.1,0.34,4.44,7510123597
21902417,EUR/USD,2000,1/21/16 6:02 PM,1/28/16 4:33 PM,S,1.08394,1.09555,-16.15,0.2,-15.95,7510123597
21902444,GBP/AUD,1000,1/21/16 6:04 PM,2/1/16 5:39 PM,S,2.03384,2.03257,0.62,0.27,0.89,7510123597
21921104,EUR/CAD,1000,1/22/16 6:07 PM,2/1/16 5:46 PM,S,1.52783,1.52653,0.65,0.09,0.74,7510123597
21921116,NZD/CAD,2000,1/22/16 6:08 PM,2/1/16 5:46 PM,S,0.91539,0.91092,4.44,-0.55,3.89,7510123597
21960387,XAU/USD,1,1/26/16 6:54 PM,2/5/16 4:57 PM,B,1154.86,1121.31,23.19,-0.1,23.09,7510123597
21961703,XPT/USD,1,1/26/16 9:25 PM,1/26/16 9:26 PM,B,875.3,879.0,-2.58,0.0,-2.58,7510123597
21961708,EUR/NZD,1000,1/26/16 9:27 PM,2/1/16 5:46 PM,B,1.67586,1.67028,2.52,-0.53,1.99,7510123597
21961712,USD/NOK,1000,1/26/16 9:28 PM,2/1/16 5:46 PM,S,8.68221,8.71657,-2.74,0.01,-2.73,7510123597
21961726,AUD/CAD,2000,1/26/16 9:31 PM,1/28/16 2:39 PM,S,0.98768,0.9988,-11.05,-0.25,-11.3,7510123597
21977350,USD/CAD,2000,1/27/16 5:40 PM,2/1/16 5:46 PM,S,1.40563,1.40109,4.51,0.01,4.52,7510123597
21977406,CAD/JPY,1000,1/27/16 5:43 PM,2/3/16 12:38 AM,B,84.98,84.637,1.99,0.01,2.0,7510123597
22017104,USD/CHF,1000,1/29/16 5:06 PM,1/29/16 5:06 PM,B,1.02324,1.02353,-0.2,0.0,-0.2,7510123597
22017112,USD/CHF,2000,1/29/16 5:07 PM,1/29/16 6:41 PM,B,1.02303,1.02318,-0.21,0.0,-0.21,7510123597
22017204,GBP/AUD,1000,1/29/16 5:15 PM,2/1/16 5:29 PM,S,2.00444,2.03267,-13.89,0.03,-13.86,7510123597
22018564,USD/CHF,2000,1/29/16 8:01 PM,1/29/16 8:15 PM,B,1.02372,1.02455,-1.14,0.0,-1.14,7510123597
22018596,CAD/JPY,1000,1/29/16 8:10 PM,2/3/16 12:38 AM,B,84.98,86.341,-7.9,0.0,-7.9,7510123597
22037844,GBP/JPY,2000,2/1/16 6:42 PM,2/3/16 3:28 PM,B,171.715,174.362,-30.83,0.04,-30.79,7510123597
22037886,GBP/CHF,2000,2/1/16 6:45 PM,2/4/16 4:43 PM,B,1.44921,1.46844,-26.54,0.21,-26.33,7510123597
22037938,USD/ZAR,2000,2/1/16 6:49 PM,2/2/16 11:59 PM,S,15.93048,16.3129,-32.54,0.3,-32.24,7510123597
22037959,USD/CAD,3000,2/1/16 6:51 PM,2/5/16 5:54 PM,S,1.39863,1.38933,13.89,-0.01,13.88,7510123597
22056607,USOil,2,2/2/16 6:29 PM,2/3/16 8:54 PM,S,30.25,32.56,-31.65,0.0,-31.65,7510123597
22056638,EUR/JPY,4000,2/2/16 6:31 PM,2/4/16 10:03 AM,S,131.087,131.45,-8.42,0.07,-8.35,7510123597
22056764,NAS100,3,2/2/16 6:39 PM,2/10/16 3:33 PM,S,4209.0,4042.4,34.54,-0.87,33.67,7510123597
22056850,EUR/GBP,3000,2/2/16 6:42 PM,2/4/16 12:00 PM,S,0.7568,0.76741,-31.83,0.13,-31.7,7510123597
22078722,CHF/JPY,4000,2/3/16 5:34 PM,2/5/16 1:29 PM,S,116.951,118.073,-26.39,0.11,-26.28,7510123597
22078775,NZD/CHF,3000,2/3/16 5:37 PM,2/5/16 3:50 PM,B,0.65893,0.66997,-22.98,0.38,-22.6,7510123597
22078892,USD/NOK,3000,2/3/16 5:45 PM,2/5/16 2:05 PM,S,8.59933,8.60007,-0.18,0.03,-0.15,7510123597
22078961,Copper,9,2/3/16 5:51 PM,2/5/16 2:17 PM,B,2.0908,2.0973,-4.04,0.0,-4.04,7510123597
22079082,US30,1,2/3/16 5:57 PM,2/4/16 5:51 PM,S,16137.5,16396.0,-17.73,-0.25,-17.98,7510123597
22101387,USD/CAD,3000,2/4/16 4:52 PM,2/5/16 5:54 PM,S,1.37109,1.38933,-27.23,0.0,-27.23,7510123597
22101432,USD/NOK,3000,2/4/16 4:55 PM,2/5/16 2:05 PM,S,8.48398,8.60007,-28.01,0.01,-28.0,7510123597
22102106,GBP/JPY,2000,2/4/16 5:34 PM,2/11/16 5:02 PM,S,170.269,161.646,106.69,-0.56,106.13,7510123597
22102124,USD/ZAR,1000,2/4/16 5:35 PM,2/8/16 5:15 PM,S,15.83144,16.12836,-12.77,0.16,-12.61,7510123597
22102145,XPD/USD,2,2/4/16 5:37 PM,2/5/16 5:58 PM,B,496.2,515.2,-26.27,0.0,-26.27,7510123597
22102236,GBP/NZD,2000,2/4/16 5:43 PM,2/8/16 5:12 PM,S,2.16319,2.17244,-8.52,0.07,-8.45,7510123597
22102329,GBP/CHF,2000,2/4/16 5:46 PM,2/10/16 5:30 PM,S,1.45106,1.4149,51.11,-0.4,50.71,7510123597
22119613,NAS100,3,2/5/16 4:53 PM,2/10/16 3:33 PM,S,4055.0,4042.4,2.61,-0.08,2.53,7510123597
22120663,EUR/JPY,4000,2/5/16 6:43 PM,2/9/16 4:24 PM,S,130.261,130.196,1.56,-0.03,1.53,7510123597
22120691,AUD/JPY,2000,2/5/16 6:47 PM,2/15/16 2:53 AM,S,82.69,81.288,16.98,-0.71,16.27,7510123597
22120704,NZD/JPY,3000,2/5/16 6:48 PM,2/11/16 5:16 PM,S,77.459,74.811,49.12,-0.98,48.14,7510123597
22120713,CAD/JPY,3000,2/5/16 6:49 PM,2/11/16 5:07 PM,S,84.158,80.32,71.25,-0.43,70.82,7510123597
22142976,GBP/CHF,2000,2/8/16 5:04 PM,2/11/16 5:11 PM,S,1.42479,1.40351,30.32,-0.58,29.74,7510123597
22143077,GBP/JPY,2000,2/8/16 5:10 PM,2/11/16 5:02 PM,S,166.758,161.651,63.19,-0.46,62.73,7510123597
22143732,USOil,1,2/8/16 5:59 PM,2/11/16 5:22 PM,S,30.02,26.89,21.64,0.0,21.64,7510123597
22143766,CHF/JPY,4000,2/8/16 6:00 PM,2/9/16 2:35 PM,S,116.789,117.863,-26.02,0.03,-25.99,7510123597
22143789,TRY/JPY,5000,2/8/16 6:02 PM,2/15/16 6:01 AM,S,39.201,38.93,8.18,-3.55,4.63,7510123597
22143817,ZAR/JPY,20000,2/8/16 6:04 PM,2/10/16 5:26 PM,S,7.148,7.186,-4.61,-2.76,-7.37,7510123597
22143831,EUR/TRY,2000,2/8/16 6:05 PM,2/10/16 3:18 PM,B,3.2758,3.29294,-8.1,-1.52,-9.62,7510123597
22143877,EUR/NZD,2000,2/8/16 6:05 PM,2/15/16 2:46 PM,B,1.67286,1.68483,-11.03,-1.29,-12.32,7510123597
22143885,EUR/CAD,2000,2/8/16 6:06 PM,2/12/16 4:19 PM,B,1.55677,1.55414,2.63,-0.37,2.26,7510123597
22143934,EUR/AUD,2000,2/8/16 6:10 PM,2/10/16 3:27 PM,B,1.57283,1.57463,-1.77,-0.27,-2.04,7510123597
22143961,CAD/CHF,3000,2/8/16 6:12 PM,2/15/16 3:04 AM,S,0.71041,0.70936,2.22,-0.55,1.67,7510123597
22143974,AUD/CHF,2000,2/8/16 6:13 PM,2/15/16 2:50 AM,S,0.70121,0.69886,3.31,-0.76,2.55,7510123597
22144111,EUR/JPY,4000,2/8/16 6:20 PM,2/9/16 4:24 PM,S,129.013,130.196,-28.36,-0.03,-28.39,7510123597
22171738,AUD/CHF,2000,2/9/16 6:50 PM,2/9/16 8:49 PM,S,0.68553,0.6858,-0.38,0.0,-0.38,7510123597
22172939,UKOil,1,2/9/16 8:08 PM,2/10/16 5:22 PM,S,30.82,31.42,-4.14,0.0,-4.14,7510123597
22172966,XPD/USD,2,2/9/16 8:10 PM,2/15/16 4:23 AM,B,513.8,517.4,-4.96,0.0,-4.96,7510123597
22172985,NZD/CHF,3000,2/9/16 8:11 PM,2/10/16 5:13 PM,S,0.64548,0.65043,-10.51,-0.19,-10.7,7510123597
22173256,AUD/CHF,1000,2/9/16 8:29 PM,2/9/16 8:31 PM,S,0.68602,0.68672,-0.5,0.0,-0.5,7510123597
22173532,AUD/CHF,1000,2/9/16 8:49 PM,2/9/16 9:03 PM,S,0.68565,0.68639,-0.53,0.0,-0.53,7510123597
22173694,AUD/CHF,2000,2/9/16 9:03 PM,2/10/16 5:00 PM,S,0.6862,0.69335,-10.1,-0.11,-10.21,7510123597
22206156,AUD/JPY,2000,2/10/16 5:02 PM,2/12/16 5:30 PM,S,80.583,80.345,2.91,-0.09,2.82,7510123597
22206244,CAD/JPY,3000,2/10/16 5:05 PM,2/11/16 5:07 PM,S,81.436,80.324,20.64,0.0,20.64,7510123597
22206465,NZD/JPY,3000,2/10/16 5:15 PM,2/11/16 5:16 PM,S,75.744,74.816,17.21,0.0,17.21,7510123597
22207463,USOil,1,2/10/16 6:31 PM,2/10/16 6:52 PM,S,27.58,27.67,-0.62,0.0,-0.62,7510123597
22207719,USOil,1,2/10/16 6:53 PM,2/10/16 8:14 PM,S,27.57,27.73,-1.1,0.0,-1.1,7510123597
22208310,GBP/USD,2000,2/10/16 7:39 PM,2/11/16 5:13 PM,B,1.44597,1.4514,-7.51,-0.02,-7.53,7510123597
22208328,XAU/USD,2,2/10/16 7:40 PM,2/11/16 12:39 AM,S,1192.18,1209.08,-23.24,0.0,-23.24,7510123597
22208353,UKOil,1,2/10/16 7:41 PM,2/10/16 7:41 PM,S,31.08,31.125,-0.31,0.0,-0.31,7510123597
22208412,UKOil,1,2/10/16 7:41 PM,2/12/16 4:12 PM,S,31.08,32.61,-10.59,0.0,-10.59,7510123597
22208396,Copper,7,2/10/16 7:44 PM,2/12/16 4:55 PM,S,2.0178,2.0338,-7.74,0.0,-7.74,7510123597
22208422,NGAS,3,2/10/16 7:45 PM,2/23/16 6:19 PM,S,2.0415,1.793,53.16,0.0,53.16,7510123597
22208434,NZD/CAD,4000,2/10/16 7:45 PM,2/10/16 7:46 PM,S,0.9302,0.93053,-0.65,0.0,-0.65,7510123597
22208436,NZD/CAD,4000,2/10/16 7:46 PM,2/12/16 3:35 PM,B,0.92029,0.9305,-20.29,0.34,-19.95,7510123597
22208504,USD/ZAR,2000,2/10/16 7:50 PM,2/11/16 5:20 PM,S,15.83669,15.84822,-1.01,0.58,-0.43,7510123597
22208506,USD/TRY,3000,2/10/16 7:50 PM,2/11/16 5:20 PM,S,2.91994,2.92857,-6.11,0.9,-5.21,7510123597
22208569,CAD/CHF,1000,2/10/16 7:55 PM,2/10/16 8:13 PM,S,0.69943,0.7001,-0.47,0.0,-0.47,7510123597
22231815,GBP/JPY,1000,2/11/16 5:02 PM,2/12/16 5:02 PM,S,161.636,163.413,-10.87,-0.02,-10.89,7510123597
22231881,CAD/CHF,3000,2/11/16 5:06 PM,2/12/16 4:48 PM,S,0.69653,0.70627,-20.69,-0.08,-20.77,7510123597
22231905,CAD/JPY,2000,2/11/16 5:08 PM,2/12/16 4:53 PM,S,80.335,81.738,-17.17,-0.03,-17.2,7510123597
22231925,EUR/CAD,2000,2/11/16 5:09 PM,2/12/16 4:19 PM,B,1.55677,1.58308,-26.28,-0.05,-26.33,7510123597
22231968,GBP/CHF,2000,2/11/16 5:12 PM,2/12/16 4:59 PM,S,1.40318,1.41226,-12.86,-0.1,-12.96,7510123597
22232019,NZD/JPY,2000,2/11/16 5:17 PM,2/12/16 5:06 PM,S,74.795,74.924,-1.58,-0.11,-1.69,7510123597
22232040,TRY/JPY,5000,2/11/16 5:18 PM,2/12/16 5:07 PM,S,38.138,38.547,-12.5,-0.51,-13.01,7510123597
22233335,CHF/JPY,1000,2/11/16 6:42 PM,2/11/16 6:45 PM,S,115.207,115.261,-0.33,0.0,-0.33,7510123597
22233404,EUR/TRY,2000,2/11/16 6:47 PM,2/12/16 4:57 PM,B,3.29323,3.32617,-15.55,-0.74,-16.29,7510123597
22233424,GBP/NZD,2000,2/11/16 6:50 PM,2/12/16 5:03 PM,S,2.16126,2.18336,-20.24,0.07,-20.17,7510123597
22268646,GBP/USD,1000,2/15/16 6:07 PM,2/15/16 6:07 PM,S,1.4436,1.44389,-0.2,0.0,-0.2,7510123597
22268665,USD/CAD,1000,2/15/16 6:10 PM,2/15/16 6:12 PM,S,1.38268,1.3833,-0.31,0.0,-0.31,7510123597
22268686,EUR/CAD,1000,2/15/16 6:14 PM,2/16/16 7:44 PM,S,1.54322,1.54645,-1.63,0.01,-1.62,7510123597
22268716,GBP/AUD,1000,2/15/16 6:18 PM,2/16/16 7:44 PM,S,2.02114,2.01246,4.31,0.03,4.34,7510123597
22288648,GBP/USD,1000,2/16/16 7:21 PM,2/16/16 7:37 PM,S,1.42907,1.42923,-0.11,0.0,-0.11,7510123597
22288658,EUR/USD,1000,2/16/16 7:22 PM,2/16/16 7:37 PM,S,1.11427,1.1141,0.12,0.0,0.12,7510123597
22288668,NZD/USD,1000,2/16/16 7:23 PM,2/16/16 7:45 PM,S,0.65618,0.65651,-0.23,0.0,-0.23,7510123597
22288674,NZD/CAD,2000,2/16/16 7:25 PM,2/16/16 7:46 PM,S,0.9107,0.91112,-0.42,0.0,-0.42,7510123597
22288740,USD/TRY,2000,2/16/16 7:31 PM,2/16/16 7:48 PM,B,2.97679,2.97658,0.1,0.0,0.1,7510123597
22288773,EUR/USD,2000,2/16/16 7:37 PM,2/16/16 7:41 PM,S,1.11396,1.11442,-0.64,0.0,-0.64,7510123597
22288787,GBP/USD,2000,2/16/16 7:38 PM,2/19/16 4:43 PM,S,1.42906,1.43446,-7.53,0.0,-7.53,7510123597
22288822,NZD/USD,3000,2/16/16 7:45 PM,2/17/16 3:56 PM,S,0.6563,0.66278,-13.59,-0.13,-13.72,7510123597
22288846,NZD/CAD,4000,2/16/16 7:47 PM,2/19/16 4:44 PM,S,0.91092,0.91193,-2.04,-0.86,-2.9,7510123597
22288860,USD/TRY,3000,2/16/16 7:49 PM,2/17/16 3:55 PM,B,2.94847,2.9776,-20.72,-0.99,-21.71,7510123597
22288895,EUR/JPY,3000,2/16/16 7:56 PM,2/25/16 4:39 AM,S,126.861,124.038,54.01,0.07,54.08,7510123597
22288900,GBP/JPY,1000,2/16/16 7:57 PM,2/25/16 11:52 PM,S,162.678,157.963,29.85,-0.29,29.56,7510123597
22288915,CAD/JPY,2000,2/16/16 8:00 PM,2/17/16 3:59 PM,S,82.054,83.428,-16.8,-0.03,-16.83,7510123597
22288963,GBP/CHF,2000,2/16/16 8:06 PM,2/18/16 5:01 PM,S,1.41203,1.42494,-18.12,-0.39,-18.51,7510123597
22304676,USD/CAD,3000,2/17/16 4:50 PM,2/19/16 4:29 PM,S,1.36896,1.38044,-17.41,0.01,-17.4,7510123597
22304688,USD/ZAR,2000,2/17/16 4:52 PM,2/26/16 2:17 PM,S,15.45144,15.77877,-29.77,1.81,-27.96,7510123597
22304702,EUR/CHF,5000,2/17/16 4:53 PM,2/19/16 4:28 PM,B,1.10119,1.10585,-16.44,0.11,-16.33,7510123597
22304743,USD/NOK,3000,2/17/16 4:57 PM,2/19/16 4:44 PM,S,8.57283,8.57277,0.01,0.03,0.04,7510123597
22304776,EUR/CAD,2000,2/17/16 5:00 PM,2/19/16 4:31 PM,S,1.52422,1.53568,-11.59,0.09,-11.5,7510123597
22304794,AUD/CAD,5000,2/17/16 5:01 PM,2/19/16 4:32 PM,S,0.98038,0.98264,-5.71,-0.59,-6.3,7510123597
22324019,XAG/USD,100,2/18/16 6:00 PM,2/19/16 4:38 PM,B,15.379,15.484,-7.33,-0.07,-7.4,7510123597
22324128,USD/MXN,2000,2/18/16 6:07 PM,2/19/16 4:40 PM,S,18.22201,18.27647,-4.16,0.06,-4.1,7510123597
22341263,AUD/JPY,2000,2/19/16 5:32 PM,2/22/16 3:05 PM,S,80.073,81.796,-21.56,-0.08,-21.64,7510123597
22341267,NZD/JPY,2000,2/19/16 5:33 PM,2/22/16 2:16 PM,S,74.35,75.909,-19.57,-0.11,-19.68,7510123597
22341272,CAD/JPY,2000,2/19/16 5:34 PM,2/25/16 6:16 PM,S,81.434,83.133,-21.6,-0.19,-21.79,7510123597
22359965,USD/CHF,4000,2/22/16 5:42 PM,2/24/16 2:48 PM,B,0.98924,0.9997,-30.35,0.12,-30.23,7510123597
22359987,XAU/USD,1,2/22/16 5:44 PM,2/23/16 11:15 PM,S,1208.47,1232.6,-17.21,0.0,-17.21,7510123597
22360009,SPX500,1,2/22/16 5:45 PM,2/24/16 11:48 AM,B,1903.5,1943.13,-28.52,-0.14,-28.66,7510123597
22360013,EUSTX50,4,2/22/16 5:46 PM,2/24/16 9:05 AM,B,2845.5,2933.0,-27.58,-0.17,-27.75,7510123597
22360023,XPT/USD,1,2/22/16 5:48 PM,2/24/16 10:30 AM,S,924.8,948.0,-16.67,0.0,-16.67,7510123597
22360037,Copper,8,2/22/16 5:49 PM,2/24/16 3:34 AM,B,2.075,2.1213,-26.48,0.0,-26.48,7510123597
22360042,EUR/NOK,3000,2/22/16 5:50 PM,2/24/16 12:12 PM,S,9.48073,9.58905,-26.76,0.06,-26.7,7510123597
22378999,EUR/USD,3000,2/23/16 6:49 PM,3/4/16 2:01 PM,S,1.10166,1.10148,0.38,0.38,0.76,7510123597
22379008,AUD/CAD,5000,2/23/16 6:50 PM,2/25/16 12:30 AM,B,0.98437,0.99415,-25.61,0.27,-25.34,7510123597
22379015,EUR/CAD,1000,2/23/16 6:51 PM,3/2/16 5:24 PM,S,1.51898,1.46179,30.2,0.09,30.29,7510123597
22505055,EUR/CAD,1000,2/23/16 6:51 PM,3/3/16 7:30 PM,S,1.51898,1.46823,26.74,0.12,26.86,7510123597
22397039,EUSTX50,4,2/24/16 4:37 PM,2/26/16 7:00 AM,S,2821.0,2906.5,-27.04,0.0,-27.04,7510123597
22397049,SPX500,1,2/24/16 4:37 PM,2/24/16 9:49 PM,S,1899.13,1936.75,-27.01,0.0,-27.01,7510123597
22397061,UK100,2,2/24/16 4:38 PM,2/25/16 12:05 PM,S,5874.0,6010.0,-27.2,-1.3,-28.5,7510123597
22397077,USD/CHF,3000,2/24/16 4:40 PM,2/24/16 4:42 PM,S,0.98629,0.9867,-0.89,0.0,-0.89,7510123597
22417251,EUR/CAD,1000,2/25/16 4:58 PM,3/3/16 5:13 PM,S,1.4967,1.46673,15.81,0.08,15.89,7510123597
22525042,EUR/CAD,1000,2/25/16 4:58 PM,3/3/16 7:30 PM,S,1.4967,1.46824,15.0,0.07,15.07,7510123597
22417873,XPD/USD,2,2/25/16 6:07 PM,2/25/16 6:33 PM,S,481.4,487.2,-8.32,0.0,-8.32,7510123597
22417993,USD/CAD,2000,2/25/16 6:23 PM,3/3/16 5:18 PM,S,1.35686,1.34154,16.16,0.01,16.17,7510123597
22525149,USD/CAD,1000,2/25/16 6:23 PM,3/3/16 7:29 PM,S,1.35686,1.33978,9.0,0.0,9.0,7510123597
22418576,NZD/CAD,4000,2/25/16 7:06 PM,3/4/16 9:13 AM,S,0.90833,0.9081,0.48,-1.3,-0.82,7510123597
22436662,XPT/USD,1,2/26/16 4:55 PM,3/3/16 3:01 PM,S,913.0,947.3,-24.24,0.0,-24.24,7510123597
22457683,EUR/USD,3000,2/29/16 3:47 PM,3/4/16 10:37 AM,S,1.08649,1.09803,-24.48,0.19,-24.29,7510123597
22457799,NZD/CAD,4000,2/29/16 3:52 PM,3/3/16 1:35 PM,S,0.89069,0.90208,-24.06,-0.81,-24.87,7510123597
22483425,USOil,2,3/1/16 5:12 PM,3/1/16 5:26 PM,B,34.51,34.68,-2.44,0.0,-2.44,7510123597
22483450,UKOil,2,3/1/16 5:14 PM,3/1/16 5:25 PM,B,37.03,37.13,-1.43,0.0,-1.43,7510123597
