Ticket #,Symbol,Volume,Open,Close,B/S,Sold,Bought,Gross P/L,Rollover,Net P/L,Created By
22483474,USD/MXN,2000,3/1/16 5:15 PM,3/23/16 4:14 PM,S,17.89063,17.56286,26.47,1.54,28.01,7510123597
22483560,EUR/AUD,1000,3/1/16 5:17 PM,3/3/16 5:11 PM,S,1.51317,1.48737,13.42,0.14,13.56,7510123597
22525040,EUR/AUD,1000,3/1/16 5:17 PM,3/3/16 7:30 PM,S,1.51317,1.48872,12.71,0.13,12.84,7510123597
22483630,EUR/NZD,1000,3/1/16 5:22 PM,3/9/16 4:21 PM,S,1.63902,1.62193,8.16,0.33,8.49,7510123597
22606627,EUR/NZD,1000,3/1/16 5:22 PM,3/9/16 8:00 PM,S,1.63902,1.65095,-5.6,0.32,-5.28,7510123597
22483641,EUR/GBP,3000,3/1/16 5:23 PM,3/16/16 6:45 AM,S,0.77722,0.7865,-27.84,0.47,-27.37,7510123597
22483657,EUR/CHF,4000,3/1/16 5:23 PM,3/4/16 3:57 PM,S,1.08447,1.09366,-26.05,-0.4,-26.45,7510123597
22483677,UKOil,1,3/1/16 5:25 PM,3/3/16 6:51 PM,B,37.17,37.09,0.56,0.0,0.56,7510123597
22483692,USOil,1,3/1/16 5:26 PM,3/3/16 6:51 PM,B,34.75,34.55,1.41,0.0,1.41,7510123597
22483768,USD/CHF,3000,3/1/16 5:31 PM,3/3/16 4:36 PM,B,0.9899,1.00066,-22.99,0.19,-22.8,7510123597
22483787,Copper,2,3/1/16 5:32 PM,3/3/16 5:12 PM,B,2.2035,2.1443,8.37,0.0,8.37,7510123597
22525041,Copper,2,3/1/16 5:32 PM,3/3/16 7:30 PM,B,2.2088,2.1443,9.1,0.0,9.1,7510123597
22483824,XAG/USD,50,3/1/16 5:35 PM,3/3/16 8:11 PM,S,14.743,15.225,-17.0,0.0,-17.0,7510123597
22523856,USD/CAD,3000,3/3/16 4:16 PM,3/3/16 7:29 PM,S,1.33854,1.33981,-2.01,0.0,-2.01,7510123597
22523994,EUR/AUD,2000,3/3/16 4:24 PM,3/3/16 7:30 PM,S,1.48627,1.48872,-2.55,0.0,-2.55,7510123597
22524233,Copper,6,3/3/16 4:33 PM,3/3/16 7:30 PM,B,2.2088,2.204,2.03,0.0,2.03,7510123597
22526177,USD/TRY,4000,3/3/16 7:05 PM,3/3/16 7:28 PM,S,2.90974,2.91079,-1.02,0.0,-1.02,7510123597
22544331,USOil,1,3/4/16 5:44 PM,3/4/16 7:10 PM,B,35.72,35.76,-0.28,0.0,-0.28,7510123597
22544347,XAU/USD,1,3/4/16 5:46 PM,3/4/16 5:55 PM,B,1268.31,1270.71,-1.69,0.0,-1.69,7510123597
22545320,GBP/NZD,1000,3/4/16 7:12 PM,3/9/16 8:00 PM,S,2.08803,2.1342,-21.63,0.12,-21.51,7510123597
22545333,USD/NOK,2000,3/4/16 7:13 PM,3/22/16 8:33 AM,S,8.49623,8.461,5.84,0.02,5.86,7510123597
22545343,USD/ZAR,1000,3/4/16 7:15 PM,3/15/16 12:13 PM,S,15.29973,15.78221,-21.6,0.72,-20.88,7510123597
22545379,EUR/NZD,1000,3/4/16 7:19 PM,3/9/16 8:00 PM,S,1.61496,1.65095,-16.88,0.12,-16.76,7510123597
22545428,USD/CNH,6000,3/4/16 7:25 PM,3/4/16 7:27 PM,S,6.50035,6.50176,-0.92,0.0,-0.92,7510123597
22565041,AUD/CAD,4000,3/7/16 5:03 PM,3/30/16 5:39 PM,B,0.99418,0.99343,1.61,1.4,3.01,7510123597
22565056,AUD/NZD,1000,3/7/16 5:04 PM,3/9/16 4:18 PM,B,1.10662,1.09779,4.22,-0.03,4.19,7510123597
22606519,AUD/NZD,1000,3/7/16 5:04 PM,3/10/16 12:28 AM,B,1.12417,1.09779,12.34,-0.07,12.27,7510123597
22611978,AUD/NZD,4000,3/7/16 5:04 PM,3/16/16 7:35 PM,B,1.12091,1.09779,43.7,-0.51,43.19,7510123597
22565239,NZD/CHF,3000,3/7/16 5:12 PM,3/10/16 4:25 PM,B,0.65607,0.67756,-45.78,0.44,-45.34,7510123597
22587298,USD/JPY,3000,3/8/16 6:13 PM,3/14/16 6:29 PM,S,112.551,113.832,-23.61,-0.35,-23.96,7510123597
22587318,CHF/JPY,3000,3/8/16 6:15 PM,3/10/16 3:09 PM,S,113.036,115.553,-46.42,0.09,-46.33,7510123597
22587381,NZD/JPY,3000,3/8/16 6:17 PM,3/29/16 5:20 PM,S,76.298,77.274,-18.08,-3.26,-21.34,7510123597
22606327,AUD/NZD,1000,3/9/16 4:14 PM,3/10/16 12:27 AM,B,1.124,1.10711,7.9,-0.04,7.86,7510123597
22611976,AUD/NZD,5000,3/9/16 4:14 PM,3/24/16 1:42 AM,B,1.11857,1.10711,27.26,-1.07,26.19,7510123597
22637127,XAG/USD,100,3/10/16 5:24 PM,3/16/16 4:23 PM,B,15.216,15.564,-24.67,-0.28,-24.95,7510123597
22637191,NZD/CHF,3000,3/10/16 5:27 PM,3/30/16 8:42 AM,S,0.65635,0.67122,-32.04,-3.32,-35.36,7510123597
22637247,GBP/NZD,2000,3/10/16 5:29 PM,3/15/16 7:04 PM,B,2.14527,2.14303,2.09,-0.48,1.61,7510123597
22661125,EUSTX50,2,3/11/16 5:55 PM,3/16/16 5:13 PM,B,3058.0,3080.0,-3.46,-0.2,-3.66,7510123597
22719658,EUSTX50,3,3/11/16 5:55 PM,3/24/16 6:04 PM,B,2990.0,3080.0,-21.3,-0.12,-21.42,7510123597
22661152,CAD/JPY,3000,3/11/16 5:57 PM,3/15/16 5:45 PM,B,84.488,86.087,-30.0,0.04,-29.96,7510123597
22661174,TRY/JPY,7000,3/11/16 6:00 PM,3/15/16 5:38 PM,B,38.893,39.647,-33.02,0.58,-32.44,7510123597
22703270,NZD/JPY,1000,3/15/16 5:40 PM,3/16/16 5:11 PM,S,74.534,74.995,-2.88,-0.05,-2.93,7510123597
22719653,NZD/JPY,2000,3/15/16 5:40 PM,3/17/16 6:07 PM,S,74.534,76.334,-22.33,-0.51,-22.84,7510123597
22703904,GBP/CHF,1000,3/15/16 7:01 PM,3/16/16 5:21 PM,S,1.39754,1.39397,2.56,-0.05,2.51,7510123597
22719772,GBP/CHF,1000,3/15/16 7:01 PM,3/30/16 6:10 PM,S,1.39754,1.38602,8.31,-0.75,7.56,7510123597
22703916,GBP/JPY,1000,3/15/16 7:02 PM,3/16/16 5:12 PM,S,160.124,160.36,-1.47,-0.03,-1.5,7510123597
22719655,GBP/JPY,1000,3/15/16 7:02 PM,3/29/16 5:49 PM,S,160.124,162.242,-13.05,-0.42,-13.47,7510123597
22703930,EUR/NZD,1000,3/15/16 7:05 PM,3/16/16 5:14 PM,B,1.68011,1.68339,-1.53,-0.1,-1.63,7510123597
22719661,EUR/NZD,1000,3/15/16 7:05 PM,3/17/16 6:11 PM,B,1.65171,1.68339,-15.0,-0.38,-15.38,7510123597
22703955,NZD/USD,2000,3/15/16 7:07 PM,3/16/16 5:10 PM,S,0.65976,0.6593,0.65,-0.09,0.56,7510123597
22719652,NZD/USD,2000,3/15/16 7:07 PM,3/17/16 7:06 AM,S,0.65976,0.67878,-26.69,-0.33,-27.02,7510123597
22719296,XAU/USD,1,3/16/16 4:52 PM,3/17/16 6:00 PM,S,1228.88,1263.68,-24.04,0.0,-24.04,7510123597
22748123,USD/NOK,1000,3/17/16 6:03 PM,3/23/16 7:25 PM,S,8.33133,8.48257,-12.64,0.01,-12.63,7510123597
22748143,USD/MXN,1000,3/17/16 6:05 PM,3/24/16 6:01 PM,S,17.39603,17.63868,-9.7,0.27,-9.43,7510123597
22748662,XAU/USD,1,3/17/16 6:56 PM,3/23/16 1:05 PM,B,1220.61,1259.09,-27.2,-0.04,-27.24,7510123597
22748687,EUR/USD,2000,3/17/16 7:00 PM,3/23/16 7:28 PM,B,1.11816,1.13182,-19.35,-0.24,-19.59,7510123597
22764542,GBP/USD,1000,3/18/16 6:05 PM,3/23/16 7:36 AM,B,1.41668,1.44892,-22.76,0.0,-22.76,7510123597
22806447,USD/NOK,1000,3/22/16 6:08 PM,3/23/16 7:25 PM,S,8.40763,8.48247,-6.25,0.01,-6.24,7510123597
22806565,GBP/CHF,1000,3/22/16 6:21 PM,3/30/16 6:10 PM,S,1.38102,1.38605,-3.63,-0.41,-4.04,7510123597
22806607,EUR/USD,1000,3/22/16 6:28 PM,3/23/16 7:28 PM,B,1.11813,1.12103,-2.05,-0.03,-2.08,7510123597
22825202,XAU/USD,1,3/23/16 6:29 PM,3/30/16 5:43 PM,S,1223.95,1227.92,-2.76,0.0,-2.76,7510123597
22844795,GBP/USD,2000,3/24/16 6:37 PM,3/29/16 5:48 PM,S,1.41637,1.43681,-28.45,0.0,-28.45,7510123597
22844819,SPX500,1,3/24/16 6:39 PM,3/30/16 5:30 PM,S,2032.12,2065.13,-22.95,-0.45,-23.4,7510123597
22844824,EUSTX50,4,3/24/16 6:41 PM,3/30/16 5:36 PM,S,2992.5,3040.0,-14.96,0.0,-14.96,7510123597
22844860,XPT/USD,1,3/24/16 6:42 PM,3/30/16 5:43 PM,S,949.7,969.1,-13.48,0.0,-13.48,7510123597
22844887,CAD/CHF,3000,3/24/16 6:46 PM,3/30/16 5:41 PM,S,0.73611,0.74291,-14.72,-0.19,-14.91,7510123597
22856527,CHF/JPY,3000,3/28/16 6:25 PM,3/28/16 6:30 PM,B,116.431,116.498,-1.25,0.0,-1.25,7510123597
22874496,EUR/USD,3000,3/29/16 5:54 PM,4/13/16 3:01 PM,B,1.1272,1.12704,0.34,-1.68,-1.34,7510123597
23006611,EUR/USD,3000,4/7/16 9:56 AM,4/13/16 1:14 PM,B,1.12953,1.13843,-18.76,-0.36,-19.12,7510123597
23106219,UK100,3,4/13/16 10:03 AM,4/25/16 3:40 PM,B,6248.8,6329.8,-24.3,-0.44,-24.74,7510123597
23106545,CAD/CHF,4000,4/13/16 10:05 AM,4/21/16 9:27 AM,B,0.76712,0.75095,46.53,0.48,47.01,7510123597
23106696,AUD/CHF,4000,4/13/16 10:07 AM,4/21/16 9:21 AM,B,0.75945,0.73674,65.27,1.23,66.5,7510123597
23106792,USD/MXN,2000,4/13/16 10:09 AM,4/17/16 11:00 PM,S,17.47383,17.70107,-18.09,0.57,-17.52,7510123597
23106837,XAU/USD,2,4/13/16 10:11 AM,4/14/16 10:43 AM,B,1238.84,1245.6,-9.55,-0.04,-9.59,7510123597
23127351,AUD/USD,3000,4/14/16 11:18 AM,4/14/16 11:26 AM,B,0.76957,0.76956,0.02,0.0,0.02,7510123597
23127483,AUD/USD,4000,4/14/16 11:27 AM,4/27/16 4:33 AM,B,0.7632,0.76989,-18.36,0.62,-17.74,7510123597
23146097,AUD/CHF,4000,4/15/16 10:09 AM,4/21/16 9:34 AM,B,0.75954,0.7469,36.35,0.78,37.13,7510123597
23148825,NZD/USD,4000,4/15/16 10:48 AM,4/22/16 5:05 PM,B,0.6847,0.69157,-19.11,0.5,-18.61,7510123597
23148886,AUD/NZD,5000,4/15/16 10:49 AM,4/27/16 7:33 AM,B,1.10719,1.11719,-23.59,-0.54,-24.13,7510123597
23148963,EUR/NZD,3000,4/15/16 10:51 AM,4/27/16 10:22 AM,S,1.62825,1.64992,-30.56,1.21,-29.35,7510123597
23167532,AUD/CAD,5000,4/18/16 10:43 AM,4/22/16 11:57 AM,B,0.98488,0.99315,-22.63,0.54,-22.09,7510123597
23185455,NZD/USD,4000,4/19/16 9:57 AM,4/22/16 9:44 AM,B,0.68799,0.70074,-35.53,0.38,-35.15,7510123597
23186155,XPT/USD,1,4/19/16 10:32 AM,5/5/16 12:27 PM,B,1051.8,993.9,40.08,0.0,40.08,7510123597
23205787,AUD/USD,3000,4/20/16 9:54 AM,4/25/16 11:07 AM,B,0.77098,0.78158,-22.02,0.21,-21.81,7510123597
23207503,XAU/USD,2,4/20/16 11:13 AM,5/19/16 12:26 PM,B,1253.81,1249.66,5.68,-0.36,5.32,7510123597
23207574,CAD/CHF,4000,4/20/16 11:18 AM,4/21/16 9:36 AM,B,0.76721,0.75912,23.28,0.14,23.42,7510123597
23225488,XPT/USD,1,4/21/16 9:39 AM,4/25/16 11:03 AM,B,998.9,1027.4,-19.75,0.0,-19.75,7510123597
23227432,UKOil,2,4/21/16 11:23 AM,4/28/16 10:39 PM,B,47.87,45.985,25.82,0.0,25.82,7510123597
23227523,Bund,4,4/21/16 11:27 AM,4/21/16 11:29 AM,S,162.79,162.81,-0.63,0.0,-0.63,7510123597
23250525,Bund,4,4/22/16 11:48 AM,4/28/16 10:58 AM,S,162.58,162.63,-1.56,0.0,-1.56,7510123597
23292355,Bund,4,4/26/16 3:28 PM,4/28/16 10:58 AM,S,161.72,162.63,-28.36,0.0,-28.36,7510123597
23293103,XPT/USD,1,4/26/16 4:07 PM,4/26/16 4:08 PM,B,1014.4,1018.6,-2.88,0.0,-2.88,7510123597
23293163,USD/TRY,3000,4/26/16 4:11 PM,5/3/16 3:34 PM,S,2.82447,2.84826,-17.21,1.59,-15.62,7510123597
23293300,GBP/CAD,2000,4/26/16 4:23 PM,4/28/16 11:07 AM,B,1.83117,1.84396,-13.97,-0.07,-14.04,7510123597
23293315,GBP/AUD,2000,4/26/16 4:24 PM,5/5/16 12:35 PM,B,1.93357,1.88621,48.99,-1.36,47.63,7510123597
23303266,GBP/AUD,1000,4/27/16 10:24 AM,5/10/16 10:38 AM,B,1.96546,1.91586,25.24,-0.8,24.44,7510123597
23472573,GBP/AUD,1000,4/27/16 10:24 AM,5/16/16 6:47 PM,B,1.97569,1.91586,30.28,-1.16,29.12,7510123597
23323199,XPT/USD,1,4/28/16 11:02 AM,5/19/16 6:57 AM,B,1016.0,1038.2,-15.23,0.0,-15.23,7510123597
23347139,USD/TRY,3000,4/29/16 3:58 PM,5/3/16 3:34 PM,S,2.79528,2.84854,-38.53,0.43,-38.1,7510123597
23348974,GBP/JPY,1000,4/29/16 5:40 PM,5/18/16 2:13 PM,S,156.419,159.493,-19.27,-0.3,-19.57,7510123597
23348983,NZD/JPY,3000,4/29/16 5:41 PM,5/19/16 12:26 PM,S,74.551,74.105,8.33,-2.94,5.39,7510123597
23348998,SPX500,1,4/29/16 5:43 PM,5/11/16 11:37 AM,S,2058.63,2077.37,-12.99,-1.67,-14.66,7510123597
23406570,GBP/CAD,2000,5/4/16 5:27 PM,5/19/16 12:09 PM,B,1.91436,1.86386,52.76,-0.28,52.48,7510123597
23406585,EUR/NZD,2000,5/4/16 5:29 PM,5/19/16 12:30 PM,B,1.6605,1.6716,-10.24,-3.05,-13.29,7510123597
23406623,EUR/GBP,3000,5/4/16 5:30 PM,5/16/16 6:47 PM,B,0.78632,0.79304,-20.16,-1.08,-21.24,7510123597
23406649,USD/MXN,2000,5/4/16 5:36 PM,5/11/16 11:29 AM,B,18.08089,17.69357,29.69,-1.57,28.12,7510123597
23406661,GBP/CHF,2000,5/4/16 5:37 PM,5/6/16 10:21 AM,S,1.38616,1.40232,-23.05,-0.11,-23.16,7510123597
23432822,NZD/JPY,3000,5/6/16 10:22 AM,5/12/16 9:59 AM,S,73.149,74.381,-23.5,-0.9,-24.4,7510123597
23432920,USD/MXN,2000,5/6/16 10:28 AM,5/19/16 11:55 AM,B,18.48324,17.93516,40.51,-3.03,37.48,7510123597
23470799,EUR/NZD,2000,5/10/16 9:42 AM,5/12/16 10:03 AM,B,1.67053,1.68966,-18.09,-0.71,-18.8,7510123597
23492527,XPT/USD,1,5/11/16 11:22 AM,5/18/16 2:10 PM,B,1030.4,1064.1,-23.14,0.0,-23.14,7510123597
23492572,XAU/USD,1,5/11/16 11:24 AM,5/19/16 12:17 PM,B,1253.82,1272.79,-12.97,-0.08,-13.05,7510123597
23561631,USD/MXN,2000,5/16/16 6:42 PM,5/19/16 12:04 PM,B,18.48621,18.19989,21.17,-1.21,19.96,7510123597
23598392,GBP/CAD,2000,5/18/16 3:18 PM,5/26/16 11:42 AM,B,1.90244,1.89007,13.0,-0.15,12.85,7510123597
23615061,USD/MXN,1000,5/19/16 12:03 PM,5/19/16 12:04 PM,B,18.48464,18.48997,-0.2,0.0,-0.2,7510123597
23615120,USD/MXN,2000,5/19/16 12:06 PM,6/8/16 10:35 AM,B,18.34123,18.48187,-10.55,-4.23,-14.78,7510123597
23615172,GBP/CAD,2000,5/19/16 12:08 PM,5/26/16 11:42 AM,B,1.90264,1.9161,-14.15,-0.09,-14.24,7510123597
23803845,USD/MXN,2000,6/3/16 12:45 PM,6/8/16 10:30 AM,B,18.3538,18.69047,-25.24,-0.71,-25.95,7510123597
23988348,USD/CAD,3000,6/20/16 2:49 PM,6/24/16 4:35 AM,S,1.27797,1.30137,-39.93,-0.06,-39.99,7510123597
23988366,AUD/USD,4000,6/20/16 2:51 PM,6/24/16 3:39 AM,B,0.7425,0.74725,-13.64,0.25,-13.39,7510123597
23988396,UKOil,2,6/20/16 2:54 PM,6/20/16 2:56 PM,B,49.8,49.82,-0.27,0.0,-0.27,7510123597
23997515,USOil,2,6/21/16 10:27 AM,6/24/16 4:46 AM,B,47.01,49.61,-38.86,0.0,-38.86,7510123597
23997523,UKOil,2,6/21/16 10:28 AM,6/24/16 4:48 AM,B,47.55,50.18,-39.49,0.0,-39.49,7510123597
23997536,EUR/AUD,3000,6/21/16 10:29 AM,7/4/16 8:50 AM,S,1.51086,1.48048,51.55,1.86,53.41,7510123597
24021423,AUD/USD,4000,6/23/16 11:02 AM,6/24/16 3:39 AM,B,0.74251,0.75894,-47.17,0.04,-47.13,7510123597
24021874,USD/NOK,3000,6/23/16 11:26 AM,6/24/16 2:08 AM,S,8.16584,8.35897,-49.31,0.0,-49.31,7510123597
24049212,XAU/USD,1,6/24/16 11:20 AM,7/8/16 9:19 AM,B,1355.01,1317.28,29.16,-0.12,29.04,7510123597
24049272,EUR/GBP,2000,6/24/16 11:22 AM,6/27/16 11:18 AM,B,0.83131,0.80299,56.64,-0.08,56.56,7510123597
24071121,EUR/GBP,2000,6/27/16 11:18 AM,7/7/16 7:09 AM,B,0.85427,0.83151,45.52,-0.94,44.58,7510123597
24071179,EUR/AUD,3000,6/27/16 11:19 AM,7/12/16 6:58 AM,S,1.48535,1.46097,42.44,2.19,44.63,7510123597
24088793,USD/CHF,3000,6/28/16 10:16 AM,7/5/16 1:38 PM,B,0.97248,0.97977,-17.16,1.48,-15.68,7510123597
24088823,CAD/CHF,4000,6/28/16 10:17 AM,7/7/16 7:14 AM,B,0.75244,0.75424,-5.69,0.82,-4.87,7510123597
24159778,XAU/USD,1,7/4/16 8:51 AM,7/13/16 3:17 AM,B,1333.65,1349.68,-12.06,-0.08,-12.14,7510123597
24161199,UKOil,2,7/4/16 10:02 AM,7/5/16 1:26 PM,B,48.7,50.64,-29.57,0.0,-29.57,7510123597
24161223,AUD/USD,3000,7/4/16 10:04 AM,7/14/16 3:07 AM,B,0.76327,0.75106,27.83,0.44,28.27,7510123597
24161269,Copper,6,7/4/16 10:07 AM,7/5/16 3:18 PM,B,2.1768,2.2318,-25.25,0.0,-25.25,7510123597
24161296,SPX500,1,7/4/16 10:09 AM,7/14/16 3:15 AM,B,2150.38,2107.38,32.68,-0.86,31.82,7510123597
24178842,EUR/GBP,2000,7/5/16 1:32 PM,7/12/16 6:56 AM,B,0.84723,0.84953,-4.6,-0.55,-5.15,7510123597
24181701,AUD/JPY,2000,7/5/16 3:54 PM,7/11/16 10:02 AM,S,75.858,76.971,-16.95,-0.67,-17.62,7510123597
24181780,USD/JPY,2000,7/5/16 3:58 PM,7/12/16 6:46 AM,S,101.515,103.066,-23.01,-0.45,-23.46,7510123597
24181839,EUSTX50,3,7/5/16 4:00 PM,7/11/16 8:28 AM,S,2809.5,2879.0,-17.78,-0.2,-17.98,7510123597
24181954,USD/MXN,1000,7/5/16 4:02 PM,7/12/16 6:46 AM,B,18.42533,18.73526,-12.86,-0.8,-13.66,7510123597
24192544,USD/NOK,2000,7/6/16 9:09 AM,7/15/16 2:53 AM,B,8.38073,8.43754,-10.11,-0.04,-10.15,7510123597
24229305,EUR/NOK,2000,7/8/16 10:11 AM,7/13/16 3:12 AM,B,9.34203,9.42277,-14.38,-0.27,-14.65,7510123597
24229325,AUD/CAD,4000,7/8/16 10:13 AM,7/14/16 2:57 AM,B,0.98674,0.97654,23.98,0.34,24.32,7510123597
24229335,AUD/CHF,3000,7/8/16 10:15 AM,7/14/16 3:02 AM,B,0.75007,0.7346,35.86,0.58,36.44,7510123597
24244723,SPX500,1,7/11/16 8:15 AM,7/22/16 4:03 AM,B,2164.32,2136.63,20.93,-1.45,19.48,7510123597
24244788,USD/NOK,2000,7/11/16 8:17 AM,7/12/16 8:12 AM,B,8.44721,8.54127,-16.97,-0.01,-16.98,7510123597
24245166,EUR/AUD,2000,7/11/16 8:31 AM,7/18/16 3:04 AM,S,1.46125,1.45781,3.94,0.55,4.49,7510123597
24245328,AUD/CHF,3000,7/11/16 8:36 AM,7/19/16 2:56 AM,B,0.73829,0.7421,-8.79,0.76,-8.03,7510123597
24245352,AUD/CAD,4000,7/11/16 8:39 AM,7/19/16 2:57 AM,B,0.97567,0.98536,-22.58,0.47,-22.11,7510123597
24247563,USD/CHF,4000,7/11/16 10:03 AM,7/15/16 4:01 AM,B,0.98003,0.985,-15.08,0.51,-14.57,7510123597
24247598,UKOil,2,7/11/16 10:05 AM,7/13/16 3:06 AM,S,46.04,48.1,-31.01,0.0,-31.01,7510123597
24261644,AUD/USD,3000,7/12/16 8:00 AM,7/19/16 2:56 AM,B,0.75103,0.76002,-20.41,0.34,-20.07,7510123597
24261833,ZAR/JPY,15000,7/12/16 8:03 AM,7/22/16 4:11 AM,B,7.416,7.214,21.65,1.05,22.7,7510123597
24262059,GBP/JPY,1000,7/12/16 8:08 AM,7/15/16 4:18 AM,B,142.781,135.44,51.41,0.08,51.49,7510123597
24279015,GBP/NZD,1000,7/13/16 4:10 AM,7/20/16 7:10 AM,B,1.85611,1.82835,14.96,-0.52,14.44,7510123597
24298694,Copper,6,7/14/16 3:57 AM,7/26/16 6:22 AM,B,2.2138,2.2473,-15.32,0.0,-15.32,7510123597
24298795,EUR/JPY,2000,7/14/16 4:19 AM,7/22/16 4:14 AM,B,116.626,116.267,5.13,0.01,5.14,7510123597
24298811,CAD/JPY,2000,7/14/16 4:24 AM,7/21/16 10:38 AM,B,80.806,80.86,-0.78,0.14,-0.64,7510123597
24298838,CAD/CHF,4000,7/14/16 4:29 AM,7/20/16 7:05 AM,B,0.75672,0.76013,-10.56,0.24,-10.32,7510123597
24318573,ZAR/JPY,15000,7/15/16 2:52 AM,7/26/16 6:23 AM,B,7.299,7.418,-13.02,0.69,-12.33,7510123597
24318589,SPX500,1,7/15/16 2:57 AM,7/22/16 4:01 AM,B,2164.32,2160.5,2.89,-0.93,1.96,7510123597
24318608,GBP/NZD,1000,7/15/16 3:00 AM,7/20/16 7:09 AM,B,1.85603,1.87592,-10.72,-0.21,-10.93,7510123597
24318624,GBP/JPY,1000,7/15/16 3:03 AM,7/20/16 7:02 AM,B,139.046,142.188,-22.6,0.05,-22.55,7510123597
24318885,CAD/JPY,2000,7/15/16 3:54 AM,7/21/16 10:38 AM,B,80.797,82.403,-23.07,0.12,-22.95,7510123597
24318942,EUR/GBP,2000,7/15/16 4:03 AM,7/19/16 2:58 AM,S,0.82745,0.83778,-20.66,0.07,-20.59,7510123597
24352671,USD/JPY,2000,7/19/16 4:09 AM,7/26/16 6:21 AM,B,104.438,105.89,-21.19,0.25,-20.94,7510123597
24370222,USD/NOK,2000,7/20/16 7:54 AM,7/29/16 3:58 PM,B,8.42763,8.50522,-13.87,0.0,-13.87,7510123597
24370247,USD/SEK,1000,7/20/16 7:56 AM,8/2/16 9:11 AM,B,8.56183,8.61988,-5.14,0.24,-4.9,7510123597
24389654,NGAS,3,7/21/16 11:02 AM,7/24/16 11:39 PM,S,2.623,2.795,-39.27,0.0,-39.27,7510123597
24400286,GBP/NZD,1000,7/22/16 5:32 AM,7/25/16 7:20 AM,B,1.87743,1.88983,-6.6,-0.08,-6.68,7510123597
24417643,AUD/CAD,4000,7/25/16 7:23 AM,8/1/16 9:12 AM,B,0.99027,0.98349,15.72,0.4,16.12,7510123597
24431530,AUD/CAD,2000,7/26/16 6:24 AM,8/9/16 12:23 PM,B,1.008,0.99262,18.03,0.38,18.41,7510123597
24597617,AUD/CAD,2000,7/26/16 6:24 AM,8/10/16 6:15 PM,B,1.00728,0.99262,17.27,0.39,17.66,7510123597
24432218,EUR/JPY,2000,7/26/16 7:27 AM,8/5/16 7:53 AM,S,114.824,112.578,33.86,0.07,33.93,7510123597
24432258,CHF/JPY,2000,7/26/16 7:30 AM,8/5/16 7:53 AM,S,105.892,103.824,31.18,0.18,31.36,7510123597
24432272,UKOil,2,7/26/16 7:32 AM,7/28/16 10:18 PM,S,44.79,42.68,32.06,0.0,32.06,7510123597
24432343,USOil,1,7/26/16 7:36 AM,7/26/16 7:37 AM,S,43.13,43.205,-0.57,0.0,-0.57,7510123597
24432389,USD/CAD,4000,7/26/16 7:39 AM,8/1/16 9:07 AM,B,1.30485,1.3201,-35.36,0.06,-35.3,7510123597
24432400,NZD/CHF,3000,7/26/16 7:41 AM,8/10/16 6:23 PM,B,0.70417,0.69439,23.11,1.48,24.59,7510123597
24502332,XAU/USD,2,8/1/16 11:02 AM,8/7/16 11:06 PM,B,1332.54,1349.85,-26.49,-0.08,-26.57,7510123597
24502402,CAD/CHF,4000,8/1/16 11:04 AM,8/5/16 8:07 AM,S,0.74052,0.7479,-23.09,-0.81,-23.9,7510123597
24502503,Copper,6,8/1/16 11:10 AM,8/3/16 8:49 AM,B,2.1933,2.2333,-18.01,0.0,-18.01,7510123597
24516864,EUR/CAD,3000,8/2/16 8:30 AM,8/4/16 8:22 AM,B,1.45526,1.46835,-22.59,-0.4,-22.99,7510123597
24517508,USOil,1,8/2/16 8:50 AM,8/10/16 7:26 PM,S,39.955,41.99,-15.64,0.0,-15.64,7510123597
24517619,UK100,4,8/2/16 8:53 AM,8/4/16 2:40 PM,S,6656.5,6749.8,-37.32,-3.87,-41.19,7510123597
24517749,EUR/AUD,3000,8/2/16 8:57 AM,8/4/16 8:20 AM,B,1.46475,1.48219,-29.91,-0.89,-30.8,7510123597
24517901,XAG/USD,50,8/2/16 9:01 AM,8/5/16 1:30 PM,B,19.765,20.539,-29.51,-1.86,-31.37,7510123597
24533050,EUR/JPY,2000,8/3/16 7:47 AM,8/15/16 5:52 PM,S,113.199,113.235,-0.55,0.08,-0.47,7510123597
24534931,EUSTX50,5,8/3/16 8:52 AM,8/5/16 8:07 AM,S,2897.0,2946.0,-20.79,-0.94,-21.73,7510123597
24535104,ZAR/JPY,17000,8/3/16 9:02 AM,8/4/16 9:24 AM,S,7.178,7.324,-18.41,-1.22,-19.63,7510123597
24535140,AUD/USD,2000,8/3/16 9:05 AM,8/11/16 5:54 PM,B,0.77085,0.75892,18.4,0.21,18.61,7510123597
24636010,AUD/USD,1000,8/3/16 9:05 AM,8/11/16 6:05 PM,B,0.77078,0.75892,9.15,0.11,9.26,7510123597
24549160,CHF/JPY,2000,8/4/16 8:37 AM,8/15/16 5:59 PM,S,104.165,104.061,1.6,0.14,1.74,7510123597
24549339,CAD/CHF,4000,8/4/16 8:46 AM,8/10/16 6:59 PM,S,0.74436,0.74829,-12.38,-0.53,-12.91,7510123597
24549483,EUSTX50,5,8/4/16 8:53 AM,8/8/16 9:49 AM,S,2926.0,2998.0,-30.57,-0.6,-31.17,7510123597
24551545,UKOil,2,8/4/16 11:32 AM,8/8/16 9:50 AM,S,42.56,44.81,-34.48,0.0,-34.48,7510123597
24562603,UKOil,2,8/5/16 7:42 AM,8/9/16 12:07 PM,S,43.75,45.53,-27.43,0.0,-27.43,7510123597
